0,0,0,5,1,0,1,2,1,2,42,0,0,1,0,0,0,38,6,0,0,1,0,0,0,0,0,2,51,0,2,3,0,1,1,16,119,20,14,14,89,34,2,1,25,0,0,1,30,4,0,23,45,58,2,2,0,0,18,0,20,8,0,0,19,32,0,4,11,8,7,33,0,3,6,0,0,15,0,18,11,0,9,0,0,4,1
0,0,0,4,1,0,1,0,3,0,28,0,0,0,0,0,0,71,0,1,0,0,0,0,0,1,0,2,49,2,0,3,0,0,0,9,103,63,27,32,61,12,1,0,20,1,0,1,24,2,0,23,57,14,0,0,0,0,16,0,14,3,0,0,25,31,0,0,15,4,14,34,0,2,0,0,0,18,0,19,8,0,12,0,1,2,1
0,0,0,10,1,0,0,0,6,3,8,0,0,0,0,0,2,59,0,10,0,1,0,0,1,0,0,1,45,3,0,44,0,0,0,16,115,63,25,16,73,21,1,1,26,0,3,1,16,5,0,35,58,33,0,0,0,1,23,0,10,3,0,0,23,30,0,3,25,8,18,31,0,3,3,0,0,21,0,14,17,0,12,1,0,1,1
0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,74,0,1,0,1,0,0,0,0,0,0,34,0,1,11,0,0,0,12,89,72,22,27,67,3,1,0,24,1,0,0,16,1,0,26,48,3,0,0,0,0,6,0,3,3,0,0,13,19,0,2,15,5,2,34,0,3,8,0,2,15,0,11,14,0,8,1,0,0,0
0,0,0,2,0,0,0,0,1,3,4,0,0,0,0,0,0,54,1,1,0,0,0,0,0,0,1,1,29,0,0,3,0,1,0,10,77,48,22,36,76,6,0,1,35,0,1,1,16,3,0,27,48,7,0,0,0,0,12,0,3,1,0,0,15,22,0,6,20,5,7,29,0,7,1,0,0,14,0,9,20,0,15,0,0,1,1
0,1,0,5,0,1,0,0,5,2,0,0,0,0,0,0,0,37,0,0,0,3,0,0,0,0,0,1,34,0,0,7,0,1,0,12,98,31,22,21,80,9,1,0,33,1,1,1,25,6,0,22,57,54,0,0,0,6,13,1,13,3,3,0,27,32,0,11,16,8,7,31,0,7,3,0,0,22,0,15,19,0,13,1,0,1,1
0,0,0,6,1,1,0,0,8,3,0,0,0,0,0,0,0,52,0,3,0,0,0,0,0,0,1,0,46,3,1,5,0,0,0,15,91,28,24,32,79,12,1,1,33,0,1,1,10,11,1,18,62,22,0,0,0,2,15,1,9,1,0,0,33,26,0,2,17,8,11,25,0,3,4,0,0,18,0,11,15,0,17,1,0,0,1
0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,1,72,0,0,0,0,0,2,2,0,0,0,35,1,0,6,0,1,0,17,82,19,22,37,87,8,8,0,33,0,0,1,23,4,0,35,52,8,0,0,0,0,10,2,2,2,2,0,19,17,0,5,13,9,20,29,0,3,1,0,0,25,0,10,13,0,5,0,0,3,1
0,1,0,5,2,1,0,1,4,0,2,1,1,0,0,0,1,41,0,1,0,0,0,0,2,0,0,0,39,0,0,3,0,0,0,17,81,25,20,24,87,11,2,0,32,0,2,2,4,9,0,23,57,54,0,0,0,2,15,1,11,2,2,0,27,22,1,2,16,16,20,37,0,3,2,0,0,18,0,12,19,0,10,0,1,3,1
0,0,0,4,3,1,0,1,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,1,37,1,0,5,0,0,0,15,91,8,24,33,91,12,1,0,34,0,0,3,3,3,0,18,56,14,0,2,0,3,27,0,3,3,2,0,29,20,0,6,24,9,25,13,0,4,0,0,1,19,0,14,21,1,21,0,0,0,0
0,0,0,5,3,0,0,1,3,5,1,2,4,0,0,1,0,28,0,2,0,1,0,0,0,0,0,3,37,0,0,5,0,0,0,18,82,21,23,19,101,10,1,0,43,0,3,4,14,6,0,7,54,58,0,0,0,9,10,2,10,7,0,0,33,30,0,4,9,12,18,28,0,1,1,0,5,20,0,13,13,0,16,0,2,5,1
0,0,0,2,2,0,0,1,1,0,1,0,0,1,0,0,0,57,0,1,0,0,0,0,1,0,0,1,22,0,0,1,0,0,0,12,50,9,21,30,88,8,1,0,31,0,1,1,5,6,0,5,50,11,0,0,0,0,7,0,1,5,0,0,22,20,0,3,18,10,18,29,0,1,0,0,0,26,0,17,18,1,9,0,0,3,1
0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,50,1,0,0,1,0,0,0,0,0,4,31,1,0,1,1,0,0,20,57,17,23,26,92,8,1,0,25,0,0,0,7,2,1,10,51,13,0,0,0,0,15,0,6,2,0,0,24,20,0,11,4,8,23,30,0,2,1,0,0,19,0,8,19,0,14,0,0,0,0
0,0,1,4,0,1,1,1,1,0,0,0,1,0,0,0,0,29,0,1,0,0,0,0,0,0,1,0,37,0,0,5,0,0,1,18,64,19,22,19,93,11,1,0,27,1,0,4,5,11,1,8,55,35,0,0,0,4,16,0,14,6,0,0,33,31,0,8,8,15,25,37,0,8,0,0,0,20,0,11,9,0,14,0,0,2,1
0,0,0,2,2,1,0,0,2,1,0,0,1,0,0,1,0,38,1,1,0,5,0,2,1,0,0,1,31,1,0,5,0,0,0,18,47,31,24,26,88,11,0,0,28,0,2,3,8,10,0,14,56,63,0,0,0,14,12,0,7,8,0,0,26,22,0,8,18,9,32,33,0,2,0,0,0,16,0,12,21,0,12,1,0,4,1
0,1,1,0,0,1,0,1,2,0,0,1,0,0,0,1,1,36,0,0,0,3,0,0,0,1,0,0,35,0,0,2,0,0,0,19,54,22,31,23,104,3,0,0,27,0,0,1,1,13,0,3,50,37,0,0,0,0,19,0,1,3,1,2,25,24,0,1,22,12,43,43,0,5,2,0,0,31,0,17,19,0,19,1,0,3,1
0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,23,0,1,0,5,0,0,0,0,0,1,25,1,0,0,0,1,0,22,48,25,24,30,89,7,2,0,23,0,0,0,0,10,0,6,59,58,0,1,0,3,12,0,9,3,0,0,30,24,0,9,14,10,26,28,0,0,0,0,0,22,0,15,17,0,12,2,1,2,1
0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,34,0,0,0,1,0,0,0,0,0,0,39,0,0,2,0,1,0,20,50,18,24,35,83,3,1,0,33,0,1,0,1,11,0,4,53,15,0,0,0,1,8,0,0,3,2,0,20,18,0,4,14,14,29,32,0,4,0,0,0,31,0,14,21,0,9,0,1,2,0
0,1,0,1,1,1,0,0,0,0,0,2,1,0,0,1,1,24,1,1,0,4,0,1,0,0,1,1,35,0,0,2,0,0,0,22,52,20,24,23,85,10,4,0,27,0,0,1,1,11,0,1,59,75,0,0,0,11,4,0,6,1,2,0,31,27,0,8,9,8,25,45,0,6,0,0,0,24,0,9,23,0,12,0,0,1,1
0,0,0,1,0,2,0,1,2,2,1,0,0,0,0,1,0,21,0,0,0,0,0,1,1,0,1,1,32,0,0,3,0,0,0,26,54,19,18,18,77,20,0,0,24,0,0,3,0,10,0,0,62,37,0,0,0,8,12,0,5,5,0,0,23,21,0,13,11,18,32,29,0,1,1,0,4,30,0,11,10,0,14,0,0,2,1
1,1,0,2,4,0,0,1,4,2,0,3,6,0,3,3,2,15,4,2,0,2,0,0,2,1,1,2,39,2,1,4,0,0,1,15,76,17,16,16,89,32,1,1,31,0,5,0,2,9,0,5,50,103,0,0,0,15,15,0,14,5,1,1,39,35,0,7,12,20,27,25,0,1,0,0,1,20,0,15,25,1,23,0,0,1,1
0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,43,1,1,0,2,0,0,0,0,0,0,35,2,1,2,0,2,0,14,72,53,22,28,81,13,1,0,27,0,2,0,1,15,0,1,52,18,0,0,0,4,13,2,0,4,0,0,39,25,0,3,15,11,25,16,0,3,1,0,0,18,0,16,29,0,10,0,0,1,1
0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,43,0,0,0,2,0,0,1,0,0,0,30,0,0,1,1,7,0,11,67,60,19,24,77,13,1,1,25,0,2,3,0,13,0,2,53,23,0,0,0,0,16,0,1,1,0,0,27,28,0,4,17,18,32,16,3,0,0,0,0,20,0,13,26,0,14,1,0,1,1
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0,1,0,1,0,0,1,0,0,1,27,0,0,0,0,5,0,16,57,63,26,21,85,21,2,0,32,0,0,0,2,18,0,0,61,18,0,0,0,1,16,0,1,3,0,0,16,27,0,2,10,15,26,24,0,1,0,0,0,18,0,13,25,0,16,0,0,0,1
0,0,0,1,1,0,0,2,3,0,0,0,2,0,0,1,2,20,0,2,0,2,0,2,1,0,0,0,31,0,0,4,0,8,0,19,58,25,19,13,79,22,2,1,26,0,0,2,2,17,0,0,49,107,0,0,0,13,10,2,9,2,0,0,26,41,1,5,12,14,27,26,0,1,0,0,5,13,0,14,29,0,18,0,1,2,1
0,0,0,2,1,0,0,0,4,2,0,0,0,0,0,0,11,29,0,1,0,0,0,3,0,2,1,0,35,0,0,1,0,0,0,25,61,42,25,23,60,17,1,0,19,0,1,1,1,15,0,1,59,61,0,0,0,12,21,0,12,4,0,0,24,36,0,2,20,20,29,13,6,1,1,0,0,23,0,14,22,0,14,0,0,3,1
0,0,0,0,0,0,0,0,5,0,1,1,4,9,0,26,6,25,0,0,0,0,0,2,1,1,0,2,28,2,0,1,0,0,0,24,56,42,17,21,66,18,1,0,11,0,1,1,0,19,0,1,48,66,0,0,0,11,16,0,5,2,1,0,28,39,0,6,18,14,35,19,6,1,2,0,1,22,1,9,23,0,19,2,1,6,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,26,0,1,0,0,0,0,0,0,1,1,27,0,0,0,0,0,0,24,60,47,18,19,68,18,1,0,12,0,0,0,1,26,0,1,41,55,0,0,0,9,5,0,10,2,0,1,31,30,0,7,21,14,25,14,1,0,0,0,2,17,0,10,19,0,17,0,0,0,1
0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,3,27,2,0,0,1,0,0,2,0,0,0,29,0,0,1,0,2,0,15,51,55,25,29,65,17,1,0,18,0,0,0,1,21,0,1,42,32,0,1,0,3,22,0,3,3,2,0,30,22,0,2,30,16,30,25,10,3,1,0,2,19,0,14,28,1,13,0,0,2,1
0,0,0,2,0,2,0,1,2,0,1,0,1,0,0,5,0,19,0,0,0,1,0,0,1,0,1,0,34,1,0,0,0,0,0,22,78,57,25,27,81,15,2,0,13,0,0,1,1,20,0,2,48,88,0,0,0,5,11,0,2,4,5,0,39,37,0,6,12,15,24,26,8,0,0,0,3,20,0,16,21,0,16,0,0,1,1
4,1,1,1,0,1,0,1,1,0,0,0,1,0,0,2,1,24,0,0,0,2,0,1,2,2,0,1,34,1,0,1,0,2,0,22,61,51,24,24,75,15,1,0,21,2,1,1,1,20,3,4,50,92,0,0,0,5,16,0,2,2,0,0,40,25,0,6,14,24,27,40,2,4,0,0,12,23,0,12,18,0,25,2,1,2,1
