0,3,0,0,0,1,0,0,0,0,0,0,12,6,0,12,0,5,38,0,2,1,0,5,0,9,1,1,1,0,0,0,1,0,2,111,22,0,6,0,1,19,15,1,0,1,9,0,0,1,7,0,3,3,3,0,17,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,4,0,9,31,0,16,1,2,9,0,7,0,3,0,0,0,1,0,0,1,133,22,1,0,0,0,28,13,0,0,1,8,0,0,4,5,0,3,0,2,0,17,0,1,0,2,0
1,1,0,0,0,1,0,0,0,0,0,0,16,6,0,4,1,12,35,0,16,3,1,8,0,9,0,1,2,0,0,1,0,0,1,117,17,1,1,0,0,16,11,0,1,1,6,0,0,0,6,0,5,2,5,0,21,2,2,0,0,0
2,0,0,0,0,1,0,0,0,0,0,0,13,7,0,1,1,11,51,0,22,2,0,12,0,19,0,0,1,0,0,3,1,0,1,152,10,0,2,0,0,33,11,0,1,2,4,0,0,1,22,0,3,1,6,0,10,0,5,0,0,1
1,1,0,0,0,1,0,0,0,0,0,0,10,4,1,0,0,10,48,1,16,0,1,4,0,7,1,0,0,1,0,1,2,0,2,132,15,0,2,0,2,41,13,0,0,1,4,0,0,0,35,0,3,1,3,0,12,5,4,1,2,1
0,2,0,0,0,0,0,1,0,0,0,0,12,5,0,1,1,7,17,0,11,1,0,3,0,0,0,1,1,0,0,1,0,0,0,112,40,0,0,0,0,18,19,0,0,0,2,1,0,0,5,0,1,1,1,0,23,4,1,0,0,1
0,3,0,0,0,1,0,0,0,0,0,0,19,6,0,0,1,8,33,0,10,0,0,5,0,8,0,0,1,0,0,2,0,0,0,110,37,0,0,0,0,32,12,0,0,0,3,0,0,2,15,0,5,0,5,0,21,4,3,0,0,1
0,3,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,3,13,0,11,2,0,1,1,2,0,0,0,0,0,0,0,0,0,55,48,0,0,0,0,10,10,0,0,0,4,0,0,0,2,0,1,0,2,0,24,0,1,12,0,0
2,2,0,0,0,0,0,0,0,0,0,0,16,24,0,18,1,3,52,0,8,3,0,4,1,14,1,1,5,0,0,0,1,0,0,120,27,0,1,0,0,17,12,0,1,1,7,1,0,0,17,0,7,1,7,1,27,2,0,1,0,1
0,0,0,0,0,0,0,0,0,0,1,0,4,7,0,38,7,8,43,0,8,2,2,6,0,9,0,1,1,0,0,1,1,0,2,149,22,1,0,0,3,58,8,0,1,1,3,0,0,5,35,0,15,0,3,0,12,3,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,10,11,0,19,0,3,50,0,7,0,1,0,1,6,0,1,0,1,0,0,0,0,0,113,17,0,0,0,6,51,8,0,1,0,1,0,0,1,28,1,5,0,4,0,5,3,0,0,2,0
2,3,1,0,0,0,0,0,0,0,0,0,13,9,0,4,1,1,23,0,4,0,0,0,0,6,0,2,2,4,0,1,2,0,0,51,30,0,0,0,1,17,11,0,0,0,1,1,1,0,4,0,4,0,0,0,16,3,1,0,2,0
5,3,0,0,0,0,0,0,0,0,0,0,13,12,0,31,1,9,48,0,23,1,0,2,0,5,3,1,0,2,0,2,3,0,1,127,12,1,0,0,1,65,12,0,2,0,3,0,0,2,43,1,3,0,0,0,9,4,3,0,4,0
1,1,0,0,0,1,0,0,0,0,0,0,14,4,2,29,0,8,39,0,14,0,1,6,1,18,0,3,1,0,1,1,2,0,2,115,21,0,0,0,4,53,12,0,0,0,0,0,0,1,29,0,4,0,0,0,7,8,2,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,8,15,1,27,1,4,35,0,27,2,0,5,1,4,0,1,0,0,0,0,0,0,2,104,23,0,1,0,0,42,14,0,0,0,0,1,0,0,5,0,3,0,2,0,14,0,2,0,2,1
0,0,0,0,0,0,0,0,0,0,1,0,9,14,0,33,1,6,33,0,27,1,0,5,0,16,1,1,0,0,2,0,0,0,0,116,17,0,0,0,4,55,10,0,0,0,0,0,1,0,28,0,2,0,1,0,11,4,0,0,3,0
3,0,0,0,0,1,0,0,0,0,0,0,4,9,0,38,1,8,56,1,17,0,0,4,0,12,0,1,0,0,1,0,2,0,2,148,13,0,0,0,0,68,14,0,0,1,0,1,0,0,38,1,11,0,1,0,5,16,2,0,4,1
0,0,0,0,0,1,1,0,0,0,0,1,6,14,0,40,0,2,26,0,12,1,1,7,0,4,0,2,0,2,2,0,1,0,0,124,25,0,0,0,3,54,17,0,0,0,0,0,0,3,22,2,2,0,2,0,17,3,3,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,28,0,3,13,0,24,0,1,2,0,4,0,0,0,1,0,0,0,0,0,107,26,0,0,0,6,47,16,0,2,0,0,0,0,1,6,1,6,0,1,0,10,0,2,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,32,1,7,17,0,16,3,0,3,3,6,1,1,0,1,0,0,0,0,0,114,21,0,0,0,10,51,16,0,2,1,2,0,0,3,13,1,8,0,2,0,21,7,1,1,1,0
0,4,0,0,0,0,0,0,0,0,0,5,12,8,0,24,2,6,20,0,15,0,1,3,0,6,0,1,0,0,1,0,2,1,0,112,25,1,0,0,10,45,17,0,2,0,0,1,0,7,13,2,7,0,0,0,13,2,0,0,2,1
1,0,0,0,0,0,0,0,0,0,0,0,16,9,2,46,1,7,46,0,25,0,2,6,1,13,2,0,0,0,0,0,3,1,0,139,10,0,0,0,13,58,12,0,2,0,1,1,0,4,49,1,12,0,0,0,4,1,1,0,0,1
1,2,0,0,0,0,0,0,0,0,0,1,11,8,0,30,0,4,27,0,25,0,0,3,2,10,0,2,0,1,1,0,0,0,1,109,25,0,0,1,15,44,20,0,0,0,1,2,2,9,34,3,12,0,0,2,22,2,1,2,6,1
0,1,0,0,0,0,1,0,0,0,0,0,15,17,0,29,0,3,44,0,25,0,1,1,0,2,0,0,0,0,0,0,1,0,1,111,26,0,0,0,8,50,15,0,0,1,1,2,4,16,16,3,9,0,1,1,38,2,0,3,2,0
0,5,0,0,0,0,0,0,0,0,0,0,12,11,0,18,1,2,8,0,12,2,0,4,2,4,0,1,0,1,3,0,1,0,1,103,27,0,0,0,13,40,18,0,0,0,0,3,4,22,5,1,4,0,0,1,15,2,0,0,2,0
0,5,0,0,0,0,0,0,0,2,0,0,15,12,0,22,2,2,19,0,11,0,0,1,3,1,1,0,0,1,2,0,0,0,0,98,29,0,0,0,22,43,23,1,0,0,1,1,0,13,9,3,5,1,0,1,29,3,1,0,1,1
0,0,0,0,0,0,0,0,0,0,2,0,12,15,0,21,0,5,16,0,20,0,1,1,0,5,0,0,0,0,0,0,0,0,0,95,20,0,0,0,19,43,18,0,0,0,0,0,0,12,15,4,5,0,1,0,16,1,4,0,1,1
0,3,0,0,0,1,0,0,0,0,0,0,19,16,1,11,1,3,14,0,9,0,0,1,1,5,1,1,0,1,1,0,0,0,0,80,30,0,0,0,20,35,22,0,0,1,1,0,1,16,17,6,4,0,0,0,21,0,2,0,2,1
1,0,0,0,0,0,0,0,0,0,0,0,13,15,2,40,0,2,13,0,6,0,1,1,0,9,0,0,0,1,1,0,2,0,1,92,23,0,0,0,18,31,24,0,0,0,2,0,0,7,46,2,7,0,0,0,10,4,0,0,3,1
1,4,1,0,0,0,0,0,0,0,0,0,37,7,2,48,0,4,20,0,5,0,0,5,0,10,2,2,0,2,0,0,0,3,0,140,27,0,1,1,15,69,10,1,2,0,1,1,1,7,28,3,12,1,0,1,43,6,0,0,0,1
1,1,0,0,0,0,0,0,0,0,1,0,15,13,0,40,0,4,15,0,1,1,0,2,2,20,3,1,0,1,2,0,1,1,2,119,22,1,0,1,3,50,17,0,0,0,0,0,0,1,30,5,10,0,1,0,49,4,0,0,1,1
1,1,0,0,0,1,1,0,0,0,0,0,15,8,1,36,0,2,22,0,3,0,0,2,0,7,0,0,0,3,0,0,0,0,0,124,12,0,0,0,15,52,13,0,0,0,0,0,0,6,14,1,4,0,0,0,2,3,0,0,5,1
1,3,1,0,0,0,0,0,0,1,1,1,4,9,1,49,2,3,18,0,4,1,1,3,0,14,0,1,0,0,1,0,0,0,0,126,10,1,0,0,35,58,15,0,2,0,0,1,1,7,42,1,7,0,0,1,11,12,1,0,5,1
2,0,1,0,0,0,0,0,0,0,1,0,5,8,2,45,0,5,14,0,5,0,0,4,0,31,2,1,0,1,1,0,0,2,0,121,14,0,0,0,47,55,22,0,1,0,0,3,0,13,47,1,6,0,0,5,7,12,0,0,3,1
0,1,0,0,0,0,0,0,0,0,0,0,8,11,1,43,0,4,20,0,9,0,0,8,0,18,1,0,0,0,1,0,1,0,0,106,16,0,0,0,30,58,14,0,1,1,0,0,0,11,27,3,4,0,0,0,15,5,0,0,2,0
1,0,0,0,0,0,0,0,0,0,0,0,16,13,0,31,0,2,9,0,0,0,0,1,0,10,1,0,0,1,0,0,1,1,0,91,20,0,0,0,13,31,18,0,1,0,0,0,0,4,8,4,3,0,0,0,10,4,1,0,3,0
4,0,0,0,0,0,0,0,0,1,3,0,5,11,0,58,2,1,16,0,4,0,0,1,0,12,1,0,0,2,0,0,1,3,1,118,15,2,0,1,53,61,24,0,2,3,3,7,0,10,56,1,6,0,1,6,11,8,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,23,0,1,8,0,1,0,0,0,1,13,0,0,0,0,2,0,1,0,0,91,26,0,0,2,27,21,23,0,1,0,1,1,0,2,36,2,3,0,0,1,8,12,0,0,2,1
1,2,0,0,0,0,0,0,0,0,0,0,1,10,0,22,0,3,12,0,0,2,1,0,0,13,0,0,0,0,0,0,0,0,0,106,27,0,0,1,35,35,26,0,1,0,0,0,1,9,28,3,10,0,0,0,18,3,0,2,0,0
0,2,0,0,0,0,0,0,0,0,0,0,2,13,2,38,0,4,17,0,4,0,0,2,2,17,3,2,0,0,0,0,2,2,1,110,16,1,0,1,55,51,26,0,1,0,0,2,2,20,57,3,7,0,0,3,27,12,0,0,1,1
0,0,0,0,0,0,1,0,0,0,0,1,1,12,0,40,1,1,8,0,1,1,0,2,1,13,3,0,0,0,0,0,1,0,0,97,17,0,0,0,26,51,17,0,0,0,1,0,1,10,18,5,2,0,0,0,20,2,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,24,0,3,16,0,7,0,0,1,0,3,0,0,0,0,0,0,0,0,0,83,20,0,0,0,32,40,17,0,0,0,0,0,1,11,23,4,2,0,0,0,12,2,1,0,0,0
1,1,0,0,0,0,0,0,0,0,0,1,0,15,2,33,0,4,11,0,4,0,0,0,1,11,1,0,0,0,1,0,1,1,2,88,23,0,0,0,34,59,22,0,0,1,0,2,0,14,29,5,3,0,0,2,16,3,0,1,1,0
2,2,0,0,0,0,0,0,0,0,0,3,1,5,4,26,0,5,33,0,8,4,2,6,1,19,17,0,0,2,1,0,0,0,0,106,15,0,0,1,48,72,20,1,1,0,0,6,0,17,59,6,8,0,0,6,17,5,1,0,3,1
6,2,0,0,0,0,0,0,0,0,0,0,0,9,2,48,0,6,27,0,3,0,0,5,0,24,3,0,0,0,2,0,1,1,0,92,19,0,0,1,26,67,16,0,0,1,2,6,0,2,68,1,3,0,0,5,9,1,0,0,5,1
1,0,1,0,0,0,0,0,0,0,0,0,0,10,3,37,2,4,36,1,7,2,0,0,0,17,2,0,0,1,1,0,1,3,1,86,18,0,0,0,47,49,23,0,0,2,1,8,1,13,50,0,5,0,0,4,10,6,1,0,3,1
0,3,0,0,0,0,0,0,0,2,2,0,2,13,0,25,1,3,44,0,3,1,0,0,0,6,1,1,0,0,0,0,2,0,0,77,29,0,0,0,32,52,22,0,0,1,0,1,0,10,27,1,10,0,0,1,10,4,1,0,5,0
1,2,11,0,0,0,0,0,0,0,0,0,0,9,1,34,0,2,48,1,5,0,0,4,0,32,4,0,0,0,0,0,0,0,0,97,16,1,0,0,56,43,29,0,1,3,3,9,0,13,63,1,10,0,1,8,12,8,1,0,4,1
3,2,6,0,0,0,0,0,0,0,0,0,0,8,2,47,1,6,22,0,6,1,0,2,4,14,1,0,0,0,0,0,0,1,1,95,14,0,0,0,32,53,15,0,1,0,0,3,1,10,41,2,20,0,0,4,6,7,0,0,4,1
2,1,2,0,0,0,1,0,0,2,0,0,0,8,0,64,8,7,29,1,5,2,0,4,0,34,2,0,0,1,0,0,2,0,3,140,21,0,0,0,15,105,16,0,2,2,1,1,0,8,73,4,19,0,3,1,30,2,1,0,0,1
9,0,3,0,0,0,0,0,0,0,0,0,0,16,1,67,0,6,35,0,7,1,1,1,0,29,9,1,0,0,0,0,2,0,2,113,28,0,0,1,40,52,27,0,0,1,1,6,0,16,57,4,13,0,11,7,12,7,1,0,8,1
6,2,3,0,0,0,0,0,0,0,0,0,0,9,0,34,0,2,34,0,4,1,0,2,0,38,9,0,0,0,1,0,2,3,2,96,19,0,1,0,27,45,19,1,0,0,0,0,0,10,41,1,6,0,2,2,12,6,0,0,4,1
3,0,2,0,0,0,1,0,0,0,0,0,0,19,1,41,2,4,35,0,7,0,1,1,1,41,6,3,0,0,0,0,1,3,1,107,19,0,0,0,79,58,37,0,1,0,2,11,0,25,66,3,4,0,1,12,13,9,1,2,2,1
2,1,0,0,0,0,0,0,0,0,0,0,0,8,1,30,0,1,28,0,6,0,0,1,1,31,7,1,0,2,0,0,1,2,0,104,25,0,0,2,39,37,20,0,1,0,0,3,0,12,39,4,10,0,0,2,13,5,0,0,1,1
2,5,0,0,0,0,0,0,0,0,0,0,0,8,1,24,1,1,35,0,6,1,0,1,0,11,2,3,0,0,2,0,1,2,0,78,28,0,0,0,28,30,22,0,0,1,0,9,0,13,17,5,1,0,0,9,14,4,0,0,1,1
2,3,0,0,0,0,0,0,0,0,0,1,0,18,0,36,0,2,30,0,5,0,0,1,0,6,3,0,0,0,1,0,1,2,0,75,28,0,0,1,24,29,25,0,0,0,0,2,1,11,21,3,8,0,0,2,13,7,0,2,4,0
4,1,2,0,0,0,0,0,0,0,0,0,0,6,1,36,2,6,47,0,4,0,0,3,0,10,1,0,0,1,0,0,0,1,0,84,17,0,0,0,48,42,35,0,0,4,3,12,1,10,54,3,3,1,1,9,16,8,2,0,0,1
2,6,1,0,0,0,0,0,0,1,0,0,0,7,1,39,0,2,39,0,4,0,0,4,0,22,7,0,0,1,0,0,1,2,3,93,22,1,0,1,73,35,35,0,1,2,1,19,0,20,76,2,9,0,4,20,18,9,1,0,4,1
5,4,1,0,0,0,0,0,0,0,0,0,0,3,3,44,1,2,41,0,4,0,0,4,0,27,5,1,0,0,3,0,2,2,0,101,22,0,0,1,66,35,30,0,1,2,1,11,0,18,58,0,3,0,0,12,10,11,0,0,1,1
1,0,3,0,0,0,0,0,0,0,0,0,0,13,0,55,2,4,62,0,4,0,2,2,0,26,9,2,0,1,0,0,0,1,1,124,10,0,0,0,73,39,18,0,0,1,1,11,0,22,71,2,11,0,0,15,6,12,1,1,5,1
0,5,0,0,0,0,0,0,0,0,0,1,0,15,0,30,2,2,39,0,4,0,0,2,1,10,8,0,0,2,2,0,4,1,1,91,25,0,0,0,41,37,25,1,0,0,0,5,0,15,27,15,8,0,0,5,44,7,0,0,3,0
4,4,0,0,0,0,0,0,1,0,2,0,0,6,1,46,0,2,38,1,3,1,1,1,1,18,7,2,0,0,0,0,2,1,2,99,17,1,0,1,83,43,33,1,1,4,1,17,2,16,82,6,1,0,0,16,34,8,1,0,8,1
0,10,1,0,0,0,0,0,0,0,0,0,3,15,0,14,1,2,25,0,7,0,0,0,1,7,3,1,0,2,3,0,0,1,0,57,39,0,0,0,39,20,35,0,0,1,0,6,0,14,13,5,5,0,0,6,18,3,0,0,2,0
3,4,0,0,0,0,0,0,1,1,0,0,1,9,1,37,0,5,43,1,4,0,0,1,2,20,3,0,0,1,0,0,1,3,1,113,18,0,0,1,41,43,22,3,0,0,1,4,0,10,54,2,6,0,0,5,11,3,1,0,3,1
3,5,1,0,0,0,0,0,0,4,1,0,0,15,0,32,1,3,25,0,4,0,0,3,2,9,1,0,0,0,2,0,1,1,1,86,21,1,0,0,35,38,21,0,3,1,0,4,0,9,30,3,8,0,0,4,19,3,1,0,0,1
2,0,1,0,0,0,0,0,0,0,0,1,0,12,3,34,0,3,22,0,4,3,0,1,2,10,4,0,0,0,0,0,0,1,0,68,18,0,0,0,37,25,19,1,1,0,0,10,0,7,24,1,5,0,0,11,13,1,0,0,1,1
12,1,0,0,0,0,1,0,1,0,0,4,0,11,1,37,1,2,30,0,1,1,0,1,3,24,3,1,0,0,0,0,2,2,0,97,16,0,0,0,33,32,14,0,1,0,0,1,0,9,66,5,6,0,0,2,18,2,1,0,1,1
6,1,0,0,0,0,0,0,0,1,0,0,0,17,0,37,0,6,24,0,3,0,1,3,0,15,3,0,0,1,3,0,0,2,1,95,15,0,0,0,62,37,19,0,1,0,2,6,0,18,58,5,5,0,0,7,14,2,1,0,1,1
3,3,1,0,0,0,0,0,0,2,0,2,0,6,1,29,0,2,16,0,5,1,0,1,0,7,5,0,0,0,0,0,1,3,2,76,19,1,0,0,38,39,20,0,1,0,0,4,0,8,40,5,4,0,0,4,15,3,0,0,0,0
4,6,0,0,0,0,0,0,0,0,0,0,0,3,1,42,1,4,39,0,4,0,0,2,0,19,0,0,0,0,1,0,1,2,0,111,12,0,0,0,26,55,12,1,1,1,0,2,0,5,34,0,5,2,0,4,5,4,2,0,0,1
3,2,3,0,0,0,0,0,0,0,0,0,0,5,1,33,0,3,30,0,5,0,2,2,1,6,1,0,0,0,0,0,1,2,0,77,14,0,0,0,27,23,12,0,0,0,0,4,0,7,18,0,1,0,0,4,0,4,0,0,5,1
5,0,2,0,0,0,0,0,0,0,0,0,0,10,2,48,1,4,31,0,3,0,0,5,1,30,4,1,0,0,2,0,0,0,0,104,10,0,0,1,46,42,21,4,0,3,0,27,1,14,57,1,2,0,0,28,11,5,1,1,6,1
7,3,5,0,0,0,1,0,0,0,0,0,1,12,3,33,2,3,38,0,4,0,1,3,2,22,0,0,0,0,1,0,0,2,2,81,11,0,0,0,62,31,21,1,1,148,1,17,0,18,56,1,7,0,0,23,11,4,1,0,1,1
4,4,1,0,0,0,0,0,1,2,0,0,1,7,0,39,0,4,22,0,3,0,0,3,0,7,1,1,0,1,1,0,0,5,2,75,16,0,1,1,38,27,16,0,2,91,0,10,0,10,22,1,4,1,0,17,6,3,0,0,5,1
4,0,0,0,0,0,0,0,0,1,1,0,0,12,0,12,0,0,0,0,0,1,0,0,1,3,5,0,0,0,2,0,0,2,0,43,22,0,0,0,33,1,21,0,0,55,1,14,1,12,22,0,1,1,0,16,2,4,0,3,0,0
6,5,0,0,0,0,0,0,0,1,1,0,0,13,1,49,0,6,28,1,3,1,0,2,2,19,3,1,0,0,2,0,2,3,0,76,16,0,0,1,49,30,25,0,1,35,2,19,0,6,69,1,3,1,0,21,11,8,0,1,2,1
1,0,0,0,0,0,0,0,0,1,1,4,0,15,0,31,0,4,17,0,7,0,0,1,2,1,5,1,0,0,3,0,0,0,0,59,17,0,0,0,36,27,15,0,0,15,1,2,0,12,19,2,0,0,0,2,11,4,0,0,3,0
3,3,0,0,0,0,0,0,0,0,1,0,0,17,3,28,2,2,28,0,4,1,0,5,4,40,5,0,0,2,0,0,0,1,0,81,20,0,1,0,37,28,17,0,0,2,0,4,0,9,53,4,4,0,0,5,10,3,0,0,2,0
3,3,0,0,0,0,0,0,1,2,0,0,1,12,0,47,1,3,31,0,6,0,0,0,0,26,11,1,0,0,1,0,0,1,0,83,13,0,0,2,25,34,11,2,0,1,0,2,0,7,29,2,2,1,0,2,13,8,1,1,5,1
5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,32,0,1,26,0,3,0,0,4,0,39,5,0,0,0,1,0,1,1,1,82,17,1,0,0,42,37,19,1,1,0,0,3,0,15,42,2,5,0,0,3,17,7,0,0,1,1
5,1,0,0,0,0,0,0,0,2,0,0,0,7,1,42,0,2,43,0,5,0,2,4,0,30,2,0,1,0,0,0,2,3,0,83,16,1,0,0,33,35,22,0,0,2,0,2,0,6,59,3,7,0,0,3,19,9,3,0,3,1
6,2,0,0,0,0,0,0,2,0,1,0,0,17,1,61,0,2,9,0,3,0,2,4,1,33,2,0,0,2,1,0,1,4,0,80,12,1,0,0,66,28,16,0,1,0,2,4,0,16,47,3,6,0,0,4,22,6,0,0,4,0
8,1,1,0,0,0,0,0,0,0,1,0,0,19,0,48,0,6,49,0,5,0,0,2,3,35,3,1,0,0,2,0,0,5,0,80,7,1,0,0,77,33,30,0,0,0,1,11,0,20,58,3,4,0,0,15,16,6,0,0,0,1
6,2,2,0,0,0,0,0,0,1,2,1,0,23,0,48,0,2,46,0,4,0,0,1,2,33,7,0,0,0,1,0,2,4,2,92,11,0,0,1,84,29,27,0,0,0,0,7,0,19,64,0,7,0,0,8,16,6,0,0,2,1
7,0,0,0,0,0,0,0,0,0,0,0,0,24,0,40,0,1,52,0,6,1,0,2,1,48,11,1,0,1,0,0,1,3,2,82,12,1,0,3,90,28,25,0,1,1,0,8,0,25,72,3,8,0,0,10,14,6,0,0,1,1
5,2,0,0,0,0,0,0,0,0,1,0,0,23,0,44,1,8,26,0,4,1,1,1,3,34,9,0,0,0,0,0,0,3,0,68,18,0,0,3,63,24,14,0,0,0,0,3,0,19,41,2,4,0,0,3,7,8,0,3,0,1
12,3,0,0,0,0,0,0,0,1,0,0,0,10,1,41,1,4,41,0,3,1,2,2,0,33,4,1,0,0,1,0,1,6,3,77,13,0,0,1,76,31,25,0,1,0,0,7,0,18,53,1,3,0,0,8,4,9,1,0,1,1
4,2,0,0,0,0,0,0,1,1,0,0,2,19,1,60,0,6,48,0,6,0,0,1,0,42,12,0,0,0,1,0,0,3,1,79,16,0,0,0,39,26,10,0,0,0,0,10,0,17,24,2,4,0,0,10,9,2,0,2,0,1
8,4,2,0,0,0,0,0,1,0,1,0,1,10,0,38,1,2,50,1,5,1,0,0,1,38,2,0,0,0,2,0,0,4,0,78,17,0,0,0,49,43,22,0,1,1,0,6,0,11,36,4,3,0,0,9,8,1,0,2,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
