10,30187
278,30215
116,30288
122,30295
167,30345
251,30468
228,30734
324,30741
715,30796
107,30820
909,30956
103,30973
92,31017
324,31074
590,31153
305,31155
103,31170
838,31270
317,31402
852,31441
195,31455
176,31460
170,31466
398,31470
174,31470
356,31476
44,31527
31,31533
176,31535
170,31540
7,31541
174,31545
354,31567
106,31587
107,31659
452,31679
317,31679
305,31787
838,32038
756,32082
107,32112
178,32134
176,32170
170,32176
166,32177
172,32183
167,32210
107,32284
929,32368
178,32410
305,32412
199,32477
756,32523
403,32571
255,32620
792,32696
228,32754
199,32856
178,32950
107,33128
437,33152
178,33204
317,33216
184,33232
195,33237
8,33252
537,33264
44,33291
31,33298
178,33329
144,33389
632,33405
152,33415
199,33423
79,33679
106,33705
255,33809
228,34079
317,34130
306,34175
199,34296
255,34335
251,34498
37,34601
116,34689
122,34696
466,34729
199,34824
268,34890
236,34977
199,35006
518,35067
167,35125
724,35202
624,35260
167,35331
184,35401
195,35406
178,35439
278,35497
195,35513
929,35544
403,35553
141,35645
228,35691
123,35889
144,35902
821,36148
184,36176
936,36193
255,36412
466,36446
106,36573
447,36665
84,36866
225,36890
724,36911
317,36940
8,36990
106,37025
106,37029
756,37033
278,37135
287,37140
44,37206
141,37210
317,37210
144,37339
255,37419
451,37441
434,37447
466,37564
756,37596
44,37728
31,37737
107,37788
537,38039
547,38051
167,38065
103,38189
106,38194
568,38302
278,38310
287,38315
107,38374
119,38576
398,38580
356,38586
936,38657
403,38708
612,38718
107,39024
118,39117
167,39204
914,39206
570,39395
756,39429
838,39564
880,39565
870,39572
183,39663
119,39683
106,39691
747,40192
324,40296
107,40385
362,40416
547,40456
104,40502
37,40526
354,40532
167,40597
278,40598
287,40603
44,40707
31,40712
107,40745
451,40768
434,40773
403,40965
119,41074
85,41097
792,41299
103,41310
547,41369
590,41375
107,41403
936,41578
724,41602
624,41987
218,42075
8,42096
756,42194
437,42248
44,42402
31,42409
31,42409
715,42439
382,42527
99,42627
228,42726
199,42905
199,43191
175,43457
746,43526
99,43679
91,43682
91,43810
116,43986
122,43991
403,44079
403,44317
929,44378
91,44410
876,44436
199,44487
44,44523
31,44531
76,44539
107,44609
91,44657
95,44664
756,44716
167,44746
317,44781
251,44858
107,44869
104,44938
451,45191
434,45197
44,45535
31,45541
44,45563
317,45685
278,45779
287,45785
167,46000
178,46015
76,46052
278,46081
287,46086
228,46139
201,46145
72,46166
84,46173
715,46264
167,46281
178,46330
116,46370
122,46376
724,46494
178,46515
317,46546
106,46615
354,46621
104,46623
568,46624
278,46695
178,46706
792,46736
317,46760
84,46761
225,46793
125,46798
44,46805
31,46811
105,46817
176,46862
170,46868
